System,Experiment,Shot ID,Sustainment Setpoint (kV),Graph (20913)
Pi 3,"pi3b (Pi3 spherical build)","12569","","1"
Pi 3,"pi3b (Pi3 spherical build)","12570","","1"
Pi 3,"pi3b (Pi3 spherical build)","12571","","1"
Pi 3,"pi3b (Pi3 spherical build)","12572","","1"
Pi 3,"pi3b (Pi3 spherical build)","12573","","1"
Pi 3,"pi3b (Pi3 spherical build)","12574","","1"
Pi 3,"pi3b (Pi3 spherical build)","12575","","1"
Pi 3,"pi3b (Pi3 spherical build)","12576","","1"
Pi 3,"pi3b (Pi3 spherical build)","12577","","1"
Pi 3,"pi3b (Pi3 spherical build)","12578","","1"
Pi 3,"pi3b (Pi3 spherical build)","12579","","1"
Pi 3,"pi3b (Pi3 spherical build)","12580","","1"
Pi 3,"pi3b (Pi3 spherical build)","12581","","1"
Pi 3,"pi3b (Pi3 spherical build)","12582","","1"
Pi 3,"pi3b (Pi3 spherical build)","12583","","1"
Pi 3,"pi3b (Pi3 spherical build)","12584","","1"
Pi 3,"pi3b (Pi3 spherical build)","12585","","1"
Pi 3,"pi3b (Pi3 spherical build)","12586","","1"
Pi 3,"pi3b (Pi3 spherical build)","12587","","1"
Pi 3,"pi3b (Pi3 spherical build)","12588","","1"
Pi 3,"pi3b (Pi3 spherical build)","12589","","1"
Pi 3,"pi3b (Pi3 spherical build)","12590","","1"
Pi 3,"pi3b (Pi3 spherical build)","12591","","1"
Pi 3,"pi3b (Pi3 spherical build)","12592","","1"
Pi 3,"pi3b (Pi3 spherical build)","12593","","1"
Pi 3,"pi3b (Pi3 spherical build)","12594","","1"
Pi 3,"pi3b (Pi3 spherical build)","12595","","1"
Pi 3,"pi3b (Pi3 spherical build)","12596","","1"
Pi 3,"pi3b (Pi3 spherical build)","12597","","1"
Pi 3,"pi3b (Pi3 spherical build)","12598","","1"
Pi 3,"pi3b (Pi3 spherical build)","12599","","1"
Pi 3,"pi3b (Pi3 spherical build)","12600","","1"
Pi 3,"pi3b (Pi3 spherical build)","12601","","1"
Pi 3,"pi3b (Pi3 spherical build)","12602","","1"
Pi 3,"pi3b (Pi3 spherical build)","12603","","1"
Pi 3,"pi3b (Pi3 spherical build)","12604","","1"
Pi 3,"pi3b (Pi3 spherical build)","12605","","1"
Pi 3,"pi3b (Pi3 spherical build)","12606","","1"
Pi 3,"pi3b (Pi3 spherical build)","12607","","1"
Pi 3,"pi3b (Pi3 spherical build)","12608","","1"
Pi 3,"pi3b (Pi3 spherical build)","12609","","1"
Pi 3,"pi3b (Pi3 spherical build)","12610","","1"
Pi 3,"pi3b (Pi3 spherical build)","12611","","1"
Pi 3,"pi3b (Pi3 spherical build)","12612","","1"
Pi 3,"pi3b (Pi3 spherical build)","12613","","1"
Pi 3,"pi3b (Pi3 spherical build)","12614","","1"
Pi 3,"pi3b (Pi3 spherical build)","12615","","1"
Pi 3,"pi3b (Pi3 spherical build)","12616","","1"
Pi 3,"pi3b (Pi3 spherical build)","12617","","1"
Pi 3,"pi3b (Pi3 spherical build)","12618","","1"
Pi 3,"pi3b (Pi3 spherical build)","12619","","1"
Pi 3,"pi3b (Pi3 spherical build)","12620","","1"
Pi 3,"pi3b (Pi3 spherical build)","12621","","1"
Pi 3,"pi3b (Pi3 spherical build)","12622","","1"
Pi 3,"pi3b (Pi3 spherical build)","12623","","1"
Pi 3,"pi3b (Pi3 spherical build)","12624","","1"
Pi 3,"pi3b (Pi3 spherical build)","12625","","1"
Pi 3,"pi3b (Pi3 spherical build)","12626","","1"
Pi 3,"pi3b (Pi3 spherical build)","12627","","1"
Pi 3,"pi3b (Pi3 spherical build)","12628","","1"
Pi 3,"pi3b (Pi3 spherical build)","12629","","1"
Pi 3,"pi3b (Pi3 spherical build)","12630","","1"
Pi 3,"pi3b (Pi3 spherical build)","12631","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12632","","1"
Pi 3,"pi3b (Pi3 spherical build)","12633","","1"
Pi 3,"pi3b (Pi3 spherical build)","12634","","1"
Pi 3,"pi3b (Pi3 spherical build)","12635","","1"
Pi 3,"pi3b (Pi3 spherical build)","12636","","1"
Pi 3,"pi3b (Pi3 spherical build)","12637","","1"
Pi 3,"pi3b (Pi3 spherical build)","12638","","1"
Pi 3,"pi3b (Pi3 spherical build)","12639","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12640","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12641","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12642","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12643","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12644","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12645","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12646","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12647","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12648","","1"
Pi 3,"pi3b (Pi3 spherical build)","12649","","1"
Pi 3,"pi3b (Pi3 spherical build)","12650","","1"
Pi 3,"pi3b (Pi3 spherical build)","12651","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12652","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12653","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12654","","1"
Pi 3,"pi3b (Pi3 spherical build)","12655","","1"
Pi 3,"pi3b (Pi3 spherical build)","12656","","1"
Pi 3,"pi3b (Pi3 spherical build)","12657","","1"
Pi 3,"pi3b (Pi3 spherical build)","12658","","1"
Pi 3,"pi3b (Pi3 spherical build)","12659","","1"
Pi 3,"pi3b (Pi3 spherical build)","12660","","1"
Pi 3,"pi3b (Pi3 spherical build)","12661","","1"
Pi 3,"pi3b (Pi3 spherical build)","12663","","1"
Pi 3,"pi3b (Pi3 spherical build)","12664","","1"
Pi 3,"pi3b (Pi3 spherical build)","12665","","1"
Pi 3,"pi3b (Pi3 spherical build)","12666","","1"
Pi 3,"pi3b (Pi3 spherical build)","12667","","1"
Pi 3,"pi3b (Pi3 spherical build)","12668","","1"
Pi 3,"pi3b (Pi3 spherical build)","12669","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12670","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12671","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12672","","1"
Pi 3,"pi3b (Pi3 spherical build)","12673","","1"
Pi 3,"pi3b (Pi3 spherical build)","12674","","1"
Pi 3,"pi3b (Pi3 spherical build)","12675","","1"
Pi 3,"pi3b (Pi3 spherical build)","12676","","1"
Pi 3,"pi3b (Pi3 spherical build)","12677","","1"
Pi 3,"pi3b (Pi3 spherical build)","12678","","1"
Pi 3,"pi3b (Pi3 spherical build)","12679","","1"
Pi 3,"pi3b (Pi3 spherical build)","12680","","1"
Pi 3,"pi3b (Pi3 spherical build)","12681","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12682","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12683","","1"
Pi 3,"pi3b (Pi3 spherical build)","12684","","1"
Pi 3,"pi3b (Pi3 spherical build)","12685","","1"
Pi 3,"pi3b (Pi3 spherical build)","12686","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12687","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12688","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12689","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12690","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12691","","1"
Pi 3,"pi3b (Pi3 spherical build)","12692","","1"
Pi 3,"pi3b (Pi3 spherical build)","12693","","1"
Pi 3,"pi3b (Pi3 spherical build)","12694","","1"
Pi 3,"pi3b (Pi3 spherical build)","12695","","1"
Pi 3,"pi3b (Pi3 spherical build)","12696","","1"
Pi 3,"pi3b (Pi3 spherical build)","12697","","1"
Pi 3,"pi3b (Pi3 spherical build)","12698","","1"
Pi 3,"pi3b (Pi3 spherical build)","12699","","1"
Pi 3,"pi3b (Pi3 spherical build)","12700","","1"
Pi 3,"pi3b (Pi3 spherical build)","12701","","1"
Pi 3,"pi3b (Pi3 spherical build)","12702","","1"
Pi 3,"pi3b (Pi3 spherical build)","12703","","1"
Pi 3,"pi3b (Pi3 spherical build)","12704","","1"
Pi 3,"pi3b (Pi3 spherical build)","12705","","1"
Pi 3,"pi3b (Pi3 spherical build)","12706","","1"
Pi 3,"pi3b (Pi3 spherical build)","12707","","1"
Pi 3,"pi3b (Pi3 spherical build)","12708","","1"
Pi 3,"pi3b (Pi3 spherical build)","12709","","1"
Pi 3,"pi3b (Pi3 spherical build)","12710","","1"
Pi 3,"pi3b (Pi3 spherical build)","12711","","1"
Pi 3,"pi3b (Pi3 spherical build)","12712","","1"
Pi 3,"pi3b (Pi3 spherical build)","12713","","1"
Pi 3,"pi3b (Pi3 spherical build)","12714","","1"
Pi 3,"pi3b (Pi3 spherical build)","12715","","1"
Pi 3,"pi3b (Pi3 spherical build)","12716","","1"
Pi 3,"pi3b (Pi3 spherical build)","12717","","1"
Pi 3,"pi3b (Pi3 spherical build)","12718","","1"
Pi 3,"pi3b (Pi3 spherical build)","12719","","1"
Pi 3,"pi3b (Pi3 spherical build)","12720","","1"
Pi 3,"pi3b (Pi3 spherical build)","12721","","1"
Pi 3,"pi3b (Pi3 spherical build)","12722","","1"
Pi 3,"pi3b (Pi3 spherical build)","12723","","1"
Pi 3,"pi3b (Pi3 spherical build)","12724","","1"
Pi 3,"pi3b (Pi3 spherical build)","12725","","1"
Pi 3,"pi3b (Pi3 spherical build)","12726","","1"
Pi 3,"pi3b (Pi3 spherical build)","12727","","1"
Pi 3,"pi3b (Pi3 spherical build)","12728","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12729","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12730","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12731","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12732","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12733","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12734","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12735","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12736","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12737","","1"
Pi 3,"pi3b (Pi3 spherical build)","12738","","1"
Pi 3,"pi3b (Pi3 spherical build)","12739","","1"
Pi 3,"pi3b (Pi3 spherical build)","12740","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12741","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12742","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12743","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12744","","1"
Pi 3,"pi3b (Pi3 spherical build)","12745","","1"
Pi 3,"pi3b (Pi3 spherical build)","12746","","1"
Pi 3,"pi3b (Pi3 spherical build)","12747","","1"
Pi 3,"pi3b (Pi3 spherical build)","12748","","1"
Pi 3,"pi3b (Pi3 spherical build)","12749","","1"
Pi 3,"pi3b (Pi3 spherical build)","12750","","1"
Pi 3,"pi3b (Pi3 spherical build)","12751","","1"
Pi 3,"pi3b (Pi3 spherical build)","12752","","1"
Pi 3,"pi3b (Pi3 spherical build)","12753","","1"
Pi 3,"pi3b (Pi3 spherical build)","12754","","1"
Pi 3,"pi3b (Pi3 spherical build)","12755","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12756","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12757","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12758","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12759","","1"
Pi 3,"pi3b (Pi3 spherical build)","12760","","1"
Pi 3,"pi3b (Pi3 spherical build)","12761","","1"
Pi 3,"pi3b (Pi3 spherical build)","12762","","1"
Pi 3,"pi3b (Pi3 spherical build)","12763","","1"
Pi 3,"pi3b (Pi3 spherical build)","12764","","1"
Pi 3,"pi3b (Pi3 spherical build)","12765","","1"
Pi 3,"pi3b (Pi3 spherical build)","12766","","1"
Pi 3,"pi3b (Pi3 spherical build)","12767","","1"
Pi 3,"pi3b (Pi3 spherical build)","12768","","1"
Pi 3,"pi3b (Pi3 spherical build)","12769","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12770","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12771","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12772","","1"
Pi 3,"pi3b (Pi3 spherical build)","12773","","1"
Pi 3,"pi3b (Pi3 spherical build)","12774","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12775","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12776","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12777","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12778","","1"
Pi 3,"pi3b (Pi3 spherical build)","12779","","1"
Pi 3,"pi3b (Pi3 spherical build)","12780","","1"
Pi 3,"pi3b (Pi3 spherical build)","12781","","1"
Pi 3,"pi3b (Pi3 spherical build)","12782","","1"
Pi 3,"pi3b (Pi3 spherical build)","12783","","1"
Pi 3,"pi3b (Pi3 spherical build)","12784","","1"
Pi 3,"pi3b (Pi3 spherical build)","12785","","1"
Pi 3,"pi3b (Pi3 spherical build)","12786","","1"
Pi 3,"pi3b (Pi3 spherical build)","12787","","1"
Pi 3,"pi3b (Pi3 spherical build)","12788","","1"
Pi 3,"pi3b (Pi3 spherical build)","12789","","1"
Pi 3,"pi3b (Pi3 spherical build)","12790","","1"
Pi 3,"pi3b (Pi3 spherical build)","12791","","1"
Pi 3,"pi3b (Pi3 spherical build)","12792","","1"
Pi 3,"pi3b (Pi3 spherical build)","12793","","1"
Pi 3,"pi3b (Pi3 spherical build)","12794","","1"
Pi 3,"pi3b (Pi3 spherical build)","12795","","1"
Pi 3,"pi3b (Pi3 spherical build)","12796","","1"
Pi 3,"pi3b (Pi3 spherical build)","12797","","1"
Pi 3,"pi3b (Pi3 spherical build)","12798","","1"
Pi 3,"pi3b (Pi3 spherical build)","12799","","1"
Pi 3,"pi3b (Pi3 spherical build)","12800","","1"
Pi 3,"pi3b (Pi3 spherical build)","12801","","1"
Pi 3,"pi3b (Pi3 spherical build)","12802","","1"
Pi 3,"pi3b (Pi3 spherical build)","12803","","1"
Pi 3,"pi3b (Pi3 spherical build)","12804","","1"
Pi 3,"pi3b (Pi3 spherical build)","12805","","1"
Pi 3,"pi3b (Pi3 spherical build)","12806","","1"
Pi 3,"pi3b (Pi3 spherical build)","12807","","1"
Pi 3,"pi3b (Pi3 spherical build)","12808","","1"
Pi 3,"pi3b (Pi3 spherical build)","12809","","1"
Pi 3,"pi3b (Pi3 spherical build)","12810","","1"
Pi 3,"pi3b (Pi3 spherical build)","12811","","1"
Pi 3,"pi3b (Pi3 spherical build)","12812","","1"
Pi 3,"pi3b (Pi3 spherical build)","12813","","1"
Pi 3,"pi3b (Pi3 spherical build)","12814","","1"
Pi 3,"pi3b (Pi3 spherical build)","12815","","1"
Pi 3,"pi3b (Pi3 spherical build)","12816","","1"
Pi 3,"pi3b (Pi3 spherical build)","12817","","1"
Pi 3,"pi3b (Pi3 spherical build)","12818","","1"
Pi 3,"pi3b (Pi3 spherical build)","12819","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12820","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12821","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12822","","1"
Pi 3,"pi3b (Pi3 spherical build)","12823","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12824","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12825","","1"
Pi 3,"pi3b (Pi3 spherical build)","12826","","1"
Pi 3,"pi3b (Pi3 spherical build)","12827","","1"
Pi 3,"pi3b (Pi3 spherical build)","12828","","1"
Pi 3,"pi3b (Pi3 spherical build)","12829","","1"
Pi 3,"pi3b (Pi3 spherical build)","12830","","1"
Pi 3,"pi3b (Pi3 spherical build)","12831","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12832","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12834","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12835","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12836","","1"
Pi 3,"pi3b (Pi3 spherical build)","12837","","1"
Pi 3,"pi3b (Pi3 spherical build)","12838","","1"
Pi 3,"pi3b (Pi3 spherical build)","12839","","1"
Pi 3,"pi3b (Pi3 spherical build)","12840","","1"
Pi 3,"pi3b (Pi3 spherical build)","12841","","1"
Pi 3,"pi3b (Pi3 spherical build)","12842","","1"
Pi 3,"pi3b (Pi3 spherical build)","12843","","1"
Pi 3,"pi3b (Pi3 spherical build)","12844","","1"
Pi 3,"pi3b (Pi3 spherical build)","12845","","1"
Pi 3,"pi3b (Pi3 spherical build)","12846","","1"
Pi 3,"pi3b (Pi3 spherical build)","12847","","1"
Pi 3,"pi3b (Pi3 spherical build)","12848","","1"
Pi 3,"pi3b (Pi3 spherical build)","12849","","1"
Pi 3,"pi3b (Pi3 spherical build)","12850","","1"
Pi 3,"pi3b (Pi3 spherical build)","12851","","1"
Pi 3,"pi3b (Pi3 spherical build)","12852","","1"
Pi 3,"pi3b (Pi3 spherical build)","12853","","1"
Pi 3,"pi3b (Pi3 spherical build)","12854","","1"
Pi 3,"pi3b (Pi3 spherical build)","12855","","1"
Pi 3,"pi3b (Pi3 spherical build)","12856","","1"
Pi 3,"pi3b (Pi3 spherical build)","12857","","1"
Pi 3,"pi3b (Pi3 spherical build)","12858","","1"
Pi 3,"pi3b (Pi3 spherical build)","12859","","1"
Pi 3,"pi3b (Pi3 spherical build)","12860","","1"
Pi 3,"pi3b (Pi3 spherical build)","12861","","1"
Pi 3,"pi3b (Pi3 spherical build)","12862","","1"
Pi 3,"pi3b (Pi3 spherical build)","12863","","1"
Pi 3,"pi3b (Pi3 spherical build)","12864","","1"
Pi 3,"pi3b (Pi3 spherical build)","12865","","1"
Pi 3,"pi3b (Pi3 spherical build)","12866","","1"
Pi 3,"pi3b (Pi3 spherical build)","12867","","1"
Pi 3,"pi3b (Pi3 spherical build)","12868","","1"
Pi 3,"pi3b (Pi3 spherical build)","12869","","1"
Pi 3,"pi3b (Pi3 spherical build)","12870","","1"
Pi 3,"pi3b (Pi3 spherical build)","12871","","1"
Pi 3,"pi3b (Pi3 spherical build)","12872","","1"
Pi 3,"pi3b (Pi3 spherical build)","12873","","1"
Pi 3,"pi3b (Pi3 spherical build)","12874","","1"
Pi 3,"pi3b (Pi3 spherical build)","12875","","1"
Pi 3,"pi3b (Pi3 spherical build)","12876","","1"
Pi 3,"pi3b (Pi3 spherical build)","12877","","1"
Pi 3,"pi3b (Pi3 spherical build)","12878","","1"
Pi 3,"pi3b (Pi3 spherical build)","12879","","1"
Pi 3,"pi3b (Pi3 spherical build)","12880","","1"
Pi 3,"pi3b (Pi3 spherical build)","12881","","1"
Pi 3,"pi3b (Pi3 spherical build)","12882","","1"
Pi 3,"pi3b (Pi3 spherical build)","12883","","1"
Pi 3,"pi3b (Pi3 spherical build)","12884","","1"
Pi 3,"pi3b (Pi3 spherical build)","12885","","1"
Pi 3,"pi3b (Pi3 spherical build)","12886","","1"
Pi 3,"pi3b (Pi3 spherical build)","12887","","1"
Pi 3,"pi3b (Pi3 spherical build)","12888","","1"
Pi 3,"pi3b (Pi3 spherical build)","12889","","1"
Pi 3,"pi3b (Pi3 spherical build)","12890","","1"
Pi 3,"pi3b (Pi3 spherical build)","12891","","1"
Pi 3,"pi3b (Pi3 spherical build)","12892","","1"
Pi 3,"pi3b (Pi3 spherical build)","12893","","1"
Pi 3,"pi3b (Pi3 spherical build)","12894","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12895","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12896","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12897","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12898","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12899","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12900","","1"
Pi 3,"pi3b (Pi3 spherical build)","12901","","1"
Pi 3,"pi3b (Pi3 spherical build)","12902","","1"
Pi 3,"pi3b (Pi3 spherical build)","12903","","1"
Pi 3,"pi3b (Pi3 spherical build)","12904","","1"
Pi 3,"pi3b (Pi3 spherical build)","12905","","1"
Pi 3,"pi3b (Pi3 spherical build)","12906","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12907","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12908","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12910","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12911","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12912","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12913","","1"
Pi 3,"pi3b (Pi3 spherical build)","12914","","1"
Pi 3,"pi3b (Pi3 spherical build)","12915","","1"
Pi 3,"pi3b (Pi3 spherical build)","12916","","1"
Pi 3,"pi3b (Pi3 spherical build)","12917","","1"
Pi 3,"pi3b (Pi3 spherical build)","12918","","1"
Pi 3,"pi3b (Pi3 spherical build)","12919","","1"
Pi 3,"pi3b (Pi3 spherical build)","12920","","1"
Pi 3,"pi3b (Pi3 spherical build)","12921","","1"
Pi 3,"pi3b (Pi3 spherical build)","12922","","1"
Pi 3,"pi3b (Pi3 spherical build)","12923","","1"
Pi 3,"pi3b (Pi3 spherical build)","12924","","1"
Pi 3,"pi3b (Pi3 spherical build)","12925","","1"
Pi 3,"pi3b (Pi3 spherical build)","12926","","1"
Pi 3,"pi3b (Pi3 spherical build)","12927","","1"
Pi 3,"pi3b (Pi3 spherical build)","12928","","1"
Pi 3,"pi3b (Pi3 spherical build)","12929","","1"
Pi 3,"pi3b (Pi3 spherical build)","12930","","1"
Pi 3,"pi3b (Pi3 spherical build)","12931","","1"
Pi 3,"pi3b (Pi3 spherical build)","12932","","1"
Pi 3,"pi3b (Pi3 spherical build)","12933","","1"
Pi 3,"pi3b (Pi3 spherical build)","12934","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12935","","1"
Pi 3,"pi3b (Pi3 spherical build)","12936","","1"
Pi 3,"pi3b (Pi3 spherical build)","12937","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12938","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12939","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12940","","1"
Pi 3,"pi3b (Pi3 spherical build)","12941","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12942","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","12943","","1"
Pi 3,"pi3b (Pi3 spherical build)","12944","","1"
Pi 3,"pi3b (Pi3 spherical build)","12945","","1"
Pi 3,"pi3b (Pi3 spherical build)","12946","","1"
Pi 3,"pi3b (Pi3 spherical build)","12947","","1"
Pi 3,"pi3b (Pi3 spherical build)","12948","","1"
Pi 3,"pi3b (Pi3 spherical build)","12949","","1"
Pi 3,"pi3b (Pi3 spherical build)","12950","","1"
Pi 3,"pi3b (Pi3 spherical build)","12951","","1"
Pi 3,"pi3b (Pi3 spherical build)","12952","","1"
Pi 3,"pi3b (Pi3 spherical build)","12953","","1"
Pi 3,"pi3b (Pi3 spherical build)","12954","","1"
Pi 3,"pi3b (Pi3 spherical build)","12955","","1"
Pi 3,"pi3b (Pi3 spherical build)","12956","","1"
Pi 3,"pi3b (Pi3 spherical build)","12957","","1"
Pi 3,"pi3b (Pi3 spherical build)","12958","","1"
Pi 3,"pi3b (Pi3 spherical build)","12959","","1"
Pi 3,"pi3b (Pi3 spherical build)","12960","","1"
Pi 3,"pi3b (Pi3 spherical build)","12961","","1"
Pi 3,"pi3b (Pi3 spherical build)","12962","","1"
Pi 3,"pi3b (Pi3 spherical build)","12963","","1"
Pi 3,"pi3b (Pi3 spherical build)","12964","","1"
Pi 3,"pi3b (Pi3 spherical build)","12965","","1"
Pi 3,"pi3b (Pi3 spherical build)","12966","","1"
Pi 3,"pi3b (Pi3 spherical build)","12967","","1"
Pi 3,"pi3b (Pi3 spherical build)","12968","","1"
Pi 3,"pi3b (Pi3 spherical build)","12969","","1"
Pi 3,"pi3b (Pi3 spherical build)","12970","","1"
Pi 3,"pi3b (Pi3 spherical build)","12971","","1"
Pi 3,"pi3b (Pi3 spherical build)","12972","","1"
Pi 3,"pi3b (Pi3 spherical build)","12973","","1"
Pi 3,"pi3b (Pi3 spherical build)","12974","","1"
Pi 3,"pi3b (Pi3 spherical build)","12975","","1"
Pi 3,"pi3b (Pi3 spherical build)","12976","","1"
Pi 3,"pi3b (Pi3 spherical build)","12977","","1"
Pi 3,"pi3b (Pi3 spherical build)","12978","","1"
Pi 3,"pi3b (Pi3 spherical build)","12979","","1"
Pi 3,"pi3b (Pi3 spherical build)","12980","","1"
Pi 3,"pi3b (Pi3 spherical build)","12981","","1"
Pi 3,"pi3b (Pi3 spherical build)","12982","","1"
Pi 3,"pi3b (Pi3 spherical build)","12983","","1"
Pi 3,"pi3b (Pi3 spherical build)","12984","","1"
Pi 3,"pi3b (Pi3 spherical build)","12985","","1"
Pi 3,"pi3b (Pi3 spherical build)","12986","","1"
Pi 3,"pi3b (Pi3 spherical build)","12987","","1"
Pi 3,"pi3b (Pi3 spherical build)","12988","","1"
Pi 3,"pi3b (Pi3 spherical build)","12989","","1"
Pi 3,"pi3b (Pi3 spherical build)","12990","","1"
Pi 3,"pi3b (Pi3 spherical build)","12991","","1"
Pi 3,"pi3b (Pi3 spherical build)","12992","","1"
Pi 3,"pi3b (Pi3 spherical build)","12993","","1"
Pi 3,"pi3b (Pi3 spherical build)","12994","","1"
Pi 3,"pi3b (Pi3 spherical build)","12995","","1"
Pi 3,"pi3b (Pi3 spherical build)","12996","","1"
Pi 3,"pi3b (Pi3 spherical build)","12997","","1"
Pi 3,"pi3b (Pi3 spherical build)","12998","","1"
Pi 3,"pi3b (Pi3 spherical build)","12999","","1"
Pi 3,"pi3b (Pi3 spherical build)","13000","","1"
Pi 3,"pi3b (Pi3 spherical build)","13001","","1"
Pi 3,"pi3b (Pi3 spherical build)","13002","","1"
Pi 3,"pi3b (Pi3 spherical build)","13003","","1"
Pi 3,"pi3b (Pi3 spherical build)","13004","","1"
Pi 3,"pi3b (Pi3 spherical build)","13005","","1"
Pi 3,"pi3b (Pi3 spherical build)","13006","","1"
Pi 3,"pi3b (Pi3 spherical build)","13007","","1"
Pi 3,"pi3b (Pi3 spherical build)","13008","","1"
Pi 3,"pi3b (Pi3 spherical build)","13009","","1"
Pi 3,"pi3b (Pi3 spherical build)","13010","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13011","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13012","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13013","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13014","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13015","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13016","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13017","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13018","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13019","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13020","6.0","1"
Pi 3,"pi3b (Pi3 spherical build)","13021","","1"
Pi 3,"pi3b (Pi3 spherical build)","13022","","1"
Pi 3,"pi3b (Pi3 spherical build)","13023","","1"
Pi 3,"pi3b (Pi3 spherical build)","13024","","1"
Pi 3,"pi3b (Pi3 spherical build)","13025","","1"
Pi 3,"pi3b (Pi3 spherical build)","13026","","1"
Pi 3,"pi3b (Pi3 spherical build)","13027","","1"
Pi 3,"pi3b (Pi3 spherical build)","13028","","1"
