System,Experiment,Shot ID,Sustainment Setpoint (kV),Graph (20913)
Pi 3,"pi3b (Pi3 spherical build)","2419","","1"
Pi 3,"pi3b (Pi3 spherical build)","2420","","1"
Pi 3,"pi3b (Pi3 spherical build)","2421","","1"
Pi 3,"pi3b (Pi3 spherical build)","2422","","1"
Pi 3,"pi3b (Pi3 spherical build)","2423","","1"
Pi 3,"pi3b (Pi3 spherical build)","2424","","1"
Pi 3,"pi3b (Pi3 spherical build)","2425","","1"
Pi 3,"pi3b (Pi3 spherical build)","2426","","1"
Pi 3,"pi3b (Pi3 spherical build)","2427","","1"
Pi 3,"pi3b (Pi3 spherical build)","2428","","1"
Pi 3,"pi3b (Pi3 spherical build)","2429","","1"
Pi 3,"pi3b (Pi3 spherical build)","2430","","1"
Pi 3,"pi3b (Pi3 spherical build)","2431","","1"
Pi 3,"pi3b (Pi3 spherical build)","2432","","1"
Pi 3,"pi3b (Pi3 spherical build)","2433","","1"
Pi 3,"pi3b (Pi3 spherical build)","2434","","1"
Pi 3,"pi3b (Pi3 spherical build)","2435","","1"
Pi 3,"pi3b (Pi3 spherical build)","2436","","1"
Pi 3,"pi3b (Pi3 spherical build)","2437","","1"
Pi 3,"pi3b (Pi3 spherical build)","2438","","1"
Pi 3,"pi3b (Pi3 spherical build)","2439","","1"
Pi 3,"pi3b (Pi3 spherical build)","2440","","1"
Pi 3,"pi3b (Pi3 spherical build)","2441","","1"
Pi 3,"pi3b (Pi3 spherical build)","2443","","1"
Pi 3,"pi3b (Pi3 spherical build)","2444","","1"
Pi 3,"pi3b (Pi3 spherical build)","2445","","1"
Pi 3,"pi3b (Pi3 spherical build)","2446","","1"
Pi 3,"pi3b (Pi3 spherical build)","2447","","1"
Pi 3,"pi3b (Pi3 spherical build)","2448","","1"
Pi 3,"pi3b (Pi3 spherical build)","2449","","1"
Pi 3,"pi3b (Pi3 spherical build)","2450","","1"
Pi 3,"pi3b (Pi3 spherical build)","2451","","1"
Pi 3,"pi3b (Pi3 spherical build)","2452","","1"
Pi 3,"pi3b (Pi3 spherical build)","2453","","1"
Pi 3,"pi3b (Pi3 spherical build)","2454","","1"
Pi 3,"pi3b (Pi3 spherical build)","2455","","1"
Pi 3,"pi3b (Pi3 spherical build)","2456","","1"
Pi 3,"pi3b (Pi3 spherical build)","2457","","1"
Pi 3,"pi3b (Pi3 spherical build)","2458","","1"
Pi 3,"pi3b (Pi3 spherical build)","2459","","1"
Pi 3,"pi3b (Pi3 spherical build)","2460","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2461","","1"
Pi 3,"pi3b (Pi3 spherical build)","2462","","1"
Pi 3,"pi3b (Pi3 spherical build)","2463","","1"
Pi 3,"pi3b (Pi3 spherical build)","2464","","1"
Pi 3,"pi3b (Pi3 spherical build)","2465","","1"
Pi 3,"pi3b (Pi3 spherical build)","2466","","1"
Pi 3,"pi3b (Pi3 spherical build)","2467","","1"
Pi 3,"pi3b (Pi3 spherical build)","2468","","1"
Pi 3,"pi3b (Pi3 spherical build)","2469","","1"
Pi 3,"pi3b (Pi3 spherical build)","2470","","1"
Pi 3,"pi3b (Pi3 spherical build)","2471","","1"
Pi 3,"pi3b (Pi3 spherical build)","2472","","1"
Pi 3,"pi3b (Pi3 spherical build)","2473","","1"
Pi 3,"pi3b (Pi3 spherical build)","2474","","1"
Pi 3,"pi3b (Pi3 spherical build)","2475","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2476","","1"
Pi 3,"pi3b (Pi3 spherical build)","2477","","1"
Pi 3,"pi3b (Pi3 spherical build)","2478","","1"
Pi 3,"pi3b (Pi3 spherical build)","2479","","1"
Pi 3,"pi3b (Pi3 spherical build)","2480","","1"
Pi 3,"pi3b (Pi3 spherical build)","2481","","1"
Pi 3,"pi3b (Pi3 spherical build)","2482","","1"
Pi 3,"pi3b (Pi3 spherical build)","2483","","1"
Pi 3,"pi3b (Pi3 spherical build)","2484","","1"
Pi 3,"pi3b (Pi3 spherical build)","2485","","1"
Pi 3,"pi3b (Pi3 spherical build)","2486","","1"
Pi 3,"pi3b (Pi3 spherical build)","2487","","1"
Pi 3,"pi3b (Pi3 spherical build)","2488","","1"
Pi 3,"pi3b (Pi3 spherical build)","2489","","1"
Pi 3,"pi3b (Pi3 spherical build)","2490","","1"
Pi 3,"pi3b (Pi3 spherical build)","2491","","1"
Pi 3,"pi3b (Pi3 spherical build)","2492","","1"
Pi 3,"pi3b (Pi3 spherical build)","2493","","1"
Pi 3,"pi3b (Pi3 spherical build)","2494","","1"
Pi 3,"pi3b (Pi3 spherical build)","2495","","1"
Pi 3,"pi3b (Pi3 spherical build)","2496","","1"
Pi 3,"pi3b (Pi3 spherical build)","2497","","1"
Pi 3,"pi3b (Pi3 spherical build)","2498","","1"
Pi 3,"pi3b (Pi3 spherical build)","2499","","1"
Pi 3,"pi3b (Pi3 spherical build)","2500","","1"
Pi 3,"pi3b (Pi3 spherical build)","2501","","1"
Pi 3,"pi3b (Pi3 spherical build)","2502","","1"
Pi 3,"pi3b (Pi3 spherical build)","2503","","1"
Pi 3,"pi3b (Pi3 spherical build)","2504","","1"
Pi 3,"pi3b (Pi3 spherical build)","2505","","1"
Pi 3,"pi3b (Pi3 spherical build)","2506","","1"
Pi 3,"pi3b (Pi3 spherical build)","2507","","1"
Pi 3,"pi3b (Pi3 spherical build)","2508","","1"
Pi 3,"pi3b (Pi3 spherical build)","2509","","1"
Pi 3,"pi3b (Pi3 spherical build)","2510","","1"
Pi 3,"pi3b (Pi3 spherical build)","2511","","1"
Pi 3,"pi3b (Pi3 spherical build)","2512","","1"
Pi 3,"pi3b (Pi3 spherical build)","2513","","1"
Pi 3,"pi3b (Pi3 spherical build)","2514","","1"
Pi 3,"pi3b (Pi3 spherical build)","2515","","1"
Pi 3,"pi3b (Pi3 spherical build)","2516","","1"
Pi 3,"pi3b (Pi3 spherical build)","2517","","1"
Pi 3,"pi3b (Pi3 spherical build)","2518","","1"
Pi 3,"pi3b (Pi3 spherical build)","2519","","1"
Pi 3,"pi3b (Pi3 spherical build)","2520","","1"
Pi 3,"pi3b (Pi3 spherical build)","2521","","1"
Pi 3,"pi3b (Pi3 spherical build)","2522","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2523","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2524","","1"
Pi 3,"pi3b (Pi3 spherical build)","2525","","1"
Pi 3,"pi3b (Pi3 spherical build)","2526","","1"
Pi 3,"pi3b (Pi3 spherical build)","2527","","1"
Pi 3,"pi3b (Pi3 spherical build)","2528","","1"
Pi 3,"pi3b (Pi3 spherical build)","2529","","1"
Pi 3,"pi3b (Pi3 spherical build)","2530","","1"
Pi 3,"pi3b (Pi3 spherical build)","2531","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2532","","1"
Pi 3,"pi3b (Pi3 spherical build)","2533","","1"
Pi 3,"pi3b (Pi3 spherical build)","2534","","1"
Pi 3,"pi3b (Pi3 spherical build)","2535","","1"
Pi 3,"pi3b (Pi3 spherical build)","2536","","1"
Pi 3,"pi3b (Pi3 spherical build)","2537","","1"
Pi 3,"pi3b (Pi3 spherical build)","2538","","1"
Pi 3,"pi3b (Pi3 spherical build)","2539","","1"
Pi 3,"pi3b (Pi3 spherical build)","2540","","1"
Pi 3,"pi3b (Pi3 spherical build)","2541","","1"
Pi 3,"pi3b (Pi3 spherical build)","2542","","1"
Pi 3,"pi3b (Pi3 spherical build)","2543","","1"
Pi 3,"pi3b (Pi3 spherical build)","2544","","1"
Pi 3,"pi3b (Pi3 spherical build)","2545","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2546","","1"
Pi 3,"pi3b (Pi3 spherical build)","2547","","1"
Pi 3,"pi3b (Pi3 spherical build)","2548","","1"
Pi 3,"pi3b (Pi3 spherical build)","2549","","1"
Pi 3,"pi3b (Pi3 spherical build)","2550","","1"
Pi 3,"pi3b (Pi3 spherical build)","2551","","1"
Pi 3,"pi3b (Pi3 spherical build)","2552","","1"
Pi 3,"pi3b (Pi3 spherical build)","2553","","1"
Pi 3,"pi3b (Pi3 spherical build)","2554","","1"
Pi 3,"pi3b (Pi3 spherical build)","2555","","1"
Pi 3,"pi3b (Pi3 spherical build)","2556","","1"
Pi 3,"pi3b (Pi3 spherical build)","2557","","1"
Pi 3,"pi3b (Pi3 spherical build)","2558","","1"
Pi 3,"pi3b (Pi3 spherical build)","2559","","1"
Pi 3,"pi3b (Pi3 spherical build)","2560","","1"
Pi 3,"pi3b (Pi3 spherical build)","2561","","1"
Pi 3,"pi3b (Pi3 spherical build)","2562","","1"
Pi 3,"pi3b (Pi3 spherical build)","2563","","1"
Pi 3,"pi3b (Pi3 spherical build)","2564","","1"
Pi 3,"pi3b (Pi3 spherical build)","2565","","1"
Pi 3,"pi3b (Pi3 spherical build)","2566","","1"
Pi 3,"pi3b (Pi3 spherical build)","2567","","1"
Pi 3,"pi3b (Pi3 spherical build)","2568","","1"
Pi 3,"pi3b (Pi3 spherical build)","2569","","1"
Pi 3,"pi3b (Pi3 spherical build)","2570","","1"
Pi 3,"pi3b (Pi3 spherical build)","2571","","1"
Pi 3,"pi3b (Pi3 spherical build)","2572","","1"
Pi 3,"pi3b (Pi3 spherical build)","2573","","1"
Pi 3,"pi3b (Pi3 spherical build)","2574","","1"
Pi 3,"pi3b (Pi3 spherical build)","2575","","1"
Pi 3,"pi3b (Pi3 spherical build)","2576","","1"
Pi 3,"pi3b (Pi3 spherical build)","2577","","1"
Pi 3,"pi3b (Pi3 spherical build)","2578","","1"
Pi 3,"pi3b (Pi3 spherical build)","2579","","1"
Pi 3,"pi3b (Pi3 spherical build)","2580","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2581","","1"
Pi 3,"pi3b (Pi3 spherical build)","2582","","1"
Pi 3,"pi3b (Pi3 spherical build)","2583","","1"
Pi 3,"pi3b (Pi3 spherical build)","2584","","1"
Pi 3,"pi3b (Pi3 spherical build)","2585","","1"
Pi 3,"pi3b (Pi3 spherical build)","2586","","1"
Pi 3,"pi3b (Pi3 spherical build)","2587","","1"
Pi 3,"pi3b (Pi3 spherical build)","2588","","1"
Pi 3,"pi3b (Pi3 spherical build)","2589","","1"
Pi 3,"pi3b (Pi3 spherical build)","2590","","1"
Pi 3,"pi3b (Pi3 spherical build)","2591","","1"
Pi 3,"pi3b (Pi3 spherical build)","2592","","1"
Pi 3,"pi3b (Pi3 spherical build)","2593","","1"
Pi 3,"pi3b (Pi3 spherical build)","2594","","1"
Pi 3,"pi3b (Pi3 spherical build)","2595","","1"
Pi 3,"pi3b (Pi3 spherical build)","2596","","1"
Pi 3,"pi3b (Pi3 spherical build)","2597","","1"
Pi 3,"pi3b (Pi3 spherical build)","2598","","1"
Pi 3,"pi3b (Pi3 spherical build)","2599","","1"
Pi 3,"pi3b (Pi3 spherical build)","2600","","1"
Pi 3,"pi3b (Pi3 spherical build)","2601","","1"
Pi 3,"pi3b (Pi3 spherical build)","2602","","1"
Pi 3,"pi3b (Pi3 spherical build)","2603","","1"
Pi 3,"pi3b (Pi3 spherical build)","2604","","1"
Pi 3,"pi3b (Pi3 spherical build)","2605","","1"
Pi 3,"pi3b (Pi3 spherical build)","2606","","1"
Pi 3,"pi3b (Pi3 spherical build)","2607","","1"
Pi 3,"pi3b (Pi3 spherical build)","2608","","1"
Pi 3,"pi3b (Pi3 spherical build)","2609","","1"
Pi 3,"pi3b (Pi3 spherical build)","2610","","1"
Pi 3,"pi3b (Pi3 spherical build)","2611","","1"
Pi 3,"pi3b (Pi3 spherical build)","2612","","1"
Pi 3,"pi3b (Pi3 spherical build)","2613","","1"
Pi 3,"pi3b (Pi3 spherical build)","2614","","1"
Pi 3,"pi3b (Pi3 spherical build)","2615","","1"
Pi 3,"pi3b (Pi3 spherical build)","2616","","1"
Pi 3,"pi3b (Pi3 spherical build)","2617","","1"
Pi 3,"pi3b (Pi3 spherical build)","2618","","1"
Pi 3,"pi3b (Pi3 spherical build)","2619","","1"
Pi 3,"pi3b (Pi3 spherical build)","2620","","1"
Pi 3,"pi3b (Pi3 spherical build)","2621","","1"
Pi 3,"pi3b (Pi3 spherical build)","2622","","1"
Pi 3,"pi3b (Pi3 spherical build)","2623","","1"
Pi 3,"pi3b (Pi3 spherical build)","2624","","1"
Pi 3,"pi3b (Pi3 spherical build)","2625","","1"
Pi 3,"pi3b (Pi3 spherical build)","2626","","1"
Pi 3,"pi3b (Pi3 spherical build)","2627","","1"
Pi 3,"pi3b (Pi3 spherical build)","2628","","1"
Pi 3,"pi3b (Pi3 spherical build)","2629","","1"
Pi 3,"pi3b (Pi3 spherical build)","2630","","1"
Pi 3,"pi3b (Pi3 spherical build)","2631","","1"
Pi 3,"pi3b (Pi3 spherical build)","2632","","1"
Pi 3,"pi3b (Pi3 spherical build)","2633","","1"
Pi 3,"pi3b (Pi3 spherical build)","2634","","1"
Pi 3,"pi3b (Pi3 spherical build)","2635","","1"
Pi 3,"pi3b (Pi3 spherical build)","2636","","1"
Pi 3,"pi3b (Pi3 spherical build)","2637","","1"
Pi 3,"pi3b (Pi3 spherical build)","2638","","1"
Pi 3,"pi3b (Pi3 spherical build)","2639","","1"
Pi 3,"pi3b (Pi3 spherical build)","2640","","1"
Pi 3,"pi3b (Pi3 spherical build)","2641","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2642","","1"
Pi 3,"pi3b (Pi3 spherical build)","2643","","1"
Pi 3,"pi3b (Pi3 spherical build)","2644","","1"
Pi 3,"pi3b (Pi3 spherical build)","2645","","1"
Pi 3,"pi3b (Pi3 spherical build)","2646","","1"
Pi 3,"pi3b (Pi3 spherical build)","2647","","1"
Pi 3,"pi3b (Pi3 spherical build)","2648","","1"
Pi 3,"pi3b (Pi3 spherical build)","2649","","1"
Pi 3,"pi3b (Pi3 spherical build)","2650","","1"
Pi 3,"pi3b (Pi3 spherical build)","2651","","1"
Pi 3,"pi3b (Pi3 spherical build)","2652","","1"
Pi 3,"pi3b (Pi3 spherical build)","2653","","1"
Pi 3,"pi3b (Pi3 spherical build)","2654","","1"
Pi 3,"pi3b (Pi3 spherical build)","2655","","1"
Pi 3,"pi3b (Pi3 spherical build)","2656","","1"
Pi 3,"pi3b (Pi3 spherical build)","2657","","1"
Pi 3,"pi3b (Pi3 spherical build)","2658","","1"
Pi 3,"pi3b (Pi3 spherical build)","2659","","1"
Pi 3,"pi3b (Pi3 spherical build)","2660","","1"
Pi 3,"pi3b (Pi3 spherical build)","2661","","1"
Pi 3,"pi3b (Pi3 spherical build)","2662","","1"
Pi 3,"pi3b (Pi3 spherical build)","2663","","1"
Pi 3,"pi3b (Pi3 spherical build)","2664","","1"
Pi 3,"pi3b (Pi3 spherical build)","2665","","1"
Pi 3,"pi3b (Pi3 spherical build)","2666","","1"
Pi 3,"pi3b (Pi3 spherical build)","2667","","1"
Pi 3,"pi3b (Pi3 spherical build)","2668","","1"
Pi 3,"pi3b (Pi3 spherical build)","2669","","1"
Pi 3,"pi3b (Pi3 spherical build)","2670","","1"
Pi 3,"pi3b (Pi3 spherical build)","2671","","1"
Pi 3,"pi3b (Pi3 spherical build)","2672","","1"
Pi 3,"pi3b (Pi3 spherical build)","2673","","1"
Pi 3,"pi3b (Pi3 spherical build)","2674","","1"
Pi 3,"pi3b (Pi3 spherical build)","2675","","1"
Pi 3,"pi3b (Pi3 spherical build)","2676","","1"
Pi 3,"pi3b (Pi3 spherical build)","2677","","1"
Pi 3,"pi3b (Pi3 spherical build)","2678","","1"
Pi 3,"pi3b (Pi3 spherical build)","2679","","1"
Pi 3,"pi3b (Pi3 spherical build)","2680","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2681","","1"
Pi 3,"pi3b (Pi3 spherical build)","2682","","1"
Pi 3,"pi3b (Pi3 spherical build)","2683","","1"
Pi 3,"pi3b (Pi3 spherical build)","2684","","1"
Pi 3,"pi3b (Pi3 spherical build)","2685","","1"
Pi 3,"pi3b (Pi3 spherical build)","2686","","1"
Pi 3,"pi3b (Pi3 spherical build)","2687","","1"
Pi 3,"pi3b (Pi3 spherical build)","2688","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2689","","1"
Pi 3,"pi3b (Pi3 spherical build)","2690","","1"
Pi 3,"pi3b (Pi3 spherical build)","2691","","1"
Pi 3,"pi3b (Pi3 spherical build)","2692","","1"
Pi 3,"pi3b (Pi3 spherical build)","2693","","1"
Pi 3,"pi3b (Pi3 spherical build)","2694","","1"
Pi 3,"pi3b (Pi3 spherical build)","2695","","1"
Pi 3,"pi3b (Pi3 spherical build)","2696","","1"
Pi 3,"pi3b (Pi3 spherical build)","2697","","1"
Pi 3,"pi3b (Pi3 spherical build)","2699","","1"
Pi 3,"pi3b (Pi3 spherical build)","2700","","1"
Pi 3,"pi3b (Pi3 spherical build)","2701","","1"
Pi 3,"pi3b (Pi3 spherical build)","2702","","1"
Pi 3,"pi3b (Pi3 spherical build)","2703","","1"
Pi 3,"pi3b (Pi3 spherical build)","2704","","1"
Pi 3,"pi3b (Pi3 spherical build)","2705","","1"
Pi 3,"pi3b (Pi3 spherical build)","2706","","1"
Pi 3,"pi3b (Pi3 spherical build)","2707","","1"
Pi 3,"pi3b (Pi3 spherical build)","2708","","1"
Pi 3,"pi3b (Pi3 spherical build)","2709","","1"
Pi 3,"pi3b (Pi3 spherical build)","2710","","1"
Pi 3,"pi3b (Pi3 spherical build)","2711","","1"
Pi 3,"pi3b (Pi3 spherical build)","2712","","1"
Pi 3,"pi3b (Pi3 spherical build)","2713","","1"
Pi 3,"pi3b (Pi3 spherical build)","2714","","1"
Pi 3,"pi3b (Pi3 spherical build)","2715","","1"
Pi 3,"pi3b (Pi3 spherical build)","2716","","1"
Pi 3,"pi3b (Pi3 spherical build)","2717","","1"
Pi 3,"pi3b (Pi3 spherical build)","2718","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2719","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2720","","1"
Pi 3,"pi3b (Pi3 spherical build)","2721","","1"
Pi 3,"pi3b (Pi3 spherical build)","2722","","1"
Pi 3,"pi3b (Pi3 spherical build)","2723","","1"
Pi 3,"pi3b (Pi3 spherical build)","2724","","1"
Pi 3,"pi3b (Pi3 spherical build)","2725","","1"
Pi 3,"pi3b (Pi3 spherical build)","2726","","1"
Pi 3,"pi3b (Pi3 spherical build)","2727","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2728","","1"
Pi 3,"pi3b (Pi3 spherical build)","2729","","1"
Pi 3,"pi3b (Pi3 spherical build)","2730","","1"
Pi 3,"pi3b (Pi3 spherical build)","2731","","1"
Pi 3,"pi3b (Pi3 spherical build)","2732","","1"
Pi 3,"pi3b (Pi3 spherical build)","2733","","1"
Pi 3,"pi3b (Pi3 spherical build)","2734","","1"
Pi 3,"pi3b (Pi3 spherical build)","2735","","1"
Pi 3,"pi3b (Pi3 spherical build)","2736","","1"
Pi 3,"pi3b (Pi3 spherical build)","2737","","1"
Pi 3,"pi3b (Pi3 spherical build)","2738","","1"
Pi 3,"pi3b (Pi3 spherical build)","2739","","1"
Pi 3,"pi3b (Pi3 spherical build)","2740","","1"
Pi 3,"pi3b (Pi3 spherical build)","2741","","1"
Pi 3,"pi3b (Pi3 spherical build)","2742","","1"
Pi 3,"pi3b (Pi3 spherical build)","2743","","1"
Pi 3,"pi3b (Pi3 spherical build)","2744","","1"
Pi 3,"pi3b (Pi3 spherical build)","2745","","1"
Pi 3,"pi3b (Pi3 spherical build)","2746","","1"
Pi 3,"pi3b (Pi3 spherical build)","2747","","1"
Pi 3,"pi3b (Pi3 spherical build)","2748","","1"
Pi 3,"pi3b (Pi3 spherical build)","2749","","1"
Pi 3,"pi3b (Pi3 spherical build)","2750","","1"
Pi 3,"pi3b (Pi3 spherical build)","2751","","1"
Pi 3,"pi3b (Pi3 spherical build)","2752","","1"
Pi 3,"pi3b (Pi3 spherical build)","2753","","1"
Pi 3,"pi3b (Pi3 spherical build)","2754","","1"
Pi 3,"pi3b (Pi3 spherical build)","2755","","1"
Pi 3,"pi3b (Pi3 spherical build)","2756","","1"
Pi 3,"pi3b (Pi3 spherical build)","2757","","1"
Pi 3,"pi3b (Pi3 spherical build)","2758","","1"
Pi 3,"pi3b (Pi3 spherical build)","2759","","1"
Pi 3,"pi3b (Pi3 spherical build)","2760","","1"
Pi 3,"pi3b (Pi3 spherical build)","2761","","1"
Pi 3,"pi3b (Pi3 spherical build)","2762","","1"
Pi 3,"pi3b (Pi3 spherical build)","2763","","1"
Pi 3,"pi3b (Pi3 spherical build)","2764","","1"
Pi 3,"pi3b (Pi3 spherical build)","2765","","1"
Pi 3,"pi3b (Pi3 spherical build)","2766","","1"
Pi 3,"pi3b (Pi3 spherical build)","2767","","1"
Pi 3,"pi3b (Pi3 spherical build)","2768","","1"
Pi 3,"pi3b (Pi3 spherical build)","2769","","1"
Pi 3,"pi3b (Pi3 spherical build)","2770","","1"
Pi 3,"pi3b (Pi3 spherical build)","2771","","1"
Pi 3,"pi3b (Pi3 spherical build)","2772","","1"
Pi 3,"pi3b (Pi3 spherical build)","2773","","1"
Pi 3,"pi3b (Pi3 spherical build)","2774","","1"
Pi 3,"pi3b (Pi3 spherical build)","2775","","1"
Pi 3,"pi3b (Pi3 spherical build)","2776","","1"
Pi 3,"pi3b (Pi3 spherical build)","2777","","1"
Pi 3,"pi3b (Pi3 spherical build)","2778","","1"
Pi 3,"pi3b (Pi3 spherical build)","2779","","1"
Pi 3,"pi3b (Pi3 spherical build)","2780","","1"
Pi 3,"pi3b (Pi3 spherical build)","2781","","1"
Pi 3,"pi3b (Pi3 spherical build)","2782","","1"
Pi 3,"pi3b (Pi3 spherical build)","2783","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2784","","1"
Pi 3,"pi3b (Pi3 spherical build)","2785","","1"
Pi 3,"pi3b (Pi3 spherical build)","2786","","1"
Pi 3,"pi3b (Pi3 spherical build)","2787","","1"
Pi 3,"pi3b (Pi3 spherical build)","2788","","1"
Pi 3,"pi3b (Pi3 spherical build)","2789","","1"
Pi 3,"pi3b (Pi3 spherical build)","2790","","1"
Pi 3,"pi3b (Pi3 spherical build)","2791","","1"
Pi 3,"pi3b (Pi3 spherical build)","2792","","1"
Pi 3,"pi3b (Pi3 spherical build)","2793","","1"
Pi 3,"pi3b (Pi3 spherical build)","2794","","1"
Pi 3,"pi3b (Pi3 spherical build)","2795","","1"
Pi 3,"pi3b (Pi3 spherical build)","2796","","1"
Pi 3,"pi3b (Pi3 spherical build)","2797","","1"
Pi 3,"pi3b (Pi3 spherical build)","2798","","1"
Pi 3,"pi3b (Pi3 spherical build)","2799","","1"
Pi 3,"pi3b (Pi3 spherical build)","2800","","1"
Pi 3,"pi3b (Pi3 spherical build)","2801","","1"
Pi 3,"pi3b (Pi3 spherical build)","2802","","1"
Pi 3,"pi3b (Pi3 spherical build)","2803","","1"
Pi 3,"pi3b (Pi3 spherical build)","2804","","1"
Pi 3,"pi3b (Pi3 spherical build)","2805","<puff ref>","1"
Pi 3,"pi3b (Pi3 spherical build)","2806","","1"
Pi 3,"pi3b (Pi3 spherical build)","2807","","1"
Pi 3,"pi3b (Pi3 spherical build)","2808","","1"
Pi 3,"pi3b (Pi3 spherical build)","2809","","1"
Pi 3,"pi3b (Pi3 spherical build)","2810","","1"
Pi 3,"pi3b (Pi3 spherical build)","2811","","1"
Pi 3,"pi3b (Pi3 spherical build)","2812","","1"
Pi 3,"pi3b (Pi3 spherical build)","2813","","1"
Pi 3,"pi3b (Pi3 spherical build)","2814","","1"
Pi 3,"pi3b (Pi3 spherical build)","2815","","1"
Pi 3,"pi3b (Pi3 spherical build)","2816","","1"
Pi 3,"pi3b (Pi3 spherical build)","2817","","1"
Pi 3,"pi3b (Pi3 spherical build)","2818","","1"
Pi 3,"pi3b (Pi3 spherical build)","2819","","1"
Pi 3,"pi3b (Pi3 spherical build)","2820","","1"
Pi 3,"pi3b (Pi3 spherical build)","2821","","1"
Pi 3,"pi3b (Pi3 spherical build)","2822","","1"
Pi 3,"pi3b (Pi3 spherical build)","2823","","1"
Pi 3,"pi3b (Pi3 spherical build)","2824","","1"
Pi 3,"pi3b (Pi3 spherical build)","2825","","1"
Pi 3,"pi3b (Pi3 spherical build)","2826","","1"
Pi 3,"pi3b (Pi3 spherical build)","2827","","1"
Pi 3,"pi3b (Pi3 spherical build)","2828","","1"
Pi 3,"pi3b (Pi3 spherical build)","2829","","1"
Pi 3,"pi3b (Pi3 spherical build)","2831","","1"
Pi 3,"pi3b (Pi3 spherical build)","2832","","1"
Pi 3,"pi3b (Pi3 spherical build)","2833","","1"
Pi 3,"pi3b (Pi3 spherical build)","2834","","1"
Pi 3,"pi3b (Pi3 spherical build)","2835","","1"
Pi 3,"pi3b (Pi3 spherical build)","2836","","1"
Pi 3,"pi3b (Pi3 spherical build)","2837","","1"
Pi 3,"pi3b (Pi3 spherical build)","2838","","1"
Pi 3,"pi3b (Pi3 spherical build)","2839","","1"
Pi 3,"pi3b (Pi3 spherical build)","2840","","1"
Pi 3,"pi3b (Pi3 spherical build)","2841","","1"
Pi 3,"pi3b (Pi3 spherical build)","2842","","1"
Pi 3,"pi3b (Pi3 spherical build)","2843","","1"
Pi 3,"pi3b (Pi3 spherical build)","2844","","1"
Pi 3,"pi3b (Pi3 spherical build)","2845","","1"
Pi 3,"pi3b (Pi3 spherical build)","2846","","1"
Pi 3,"pi3b (Pi3 spherical build)","2847","","1"
Pi 3,"pi3b (Pi3 spherical build)","2848","","1"
Pi 3,"pi3b (Pi3 spherical build)","2849","","1"
Pi 3,"pi3b (Pi3 spherical build)","2850","","1"
Pi 3,"pi3b (Pi3 spherical build)","2851","","1"
Pi 3,"pi3b (Pi3 spherical build)","2852","","1"
Pi 3,"pi3b (Pi3 spherical build)","2853","","1"
Pi 3,"pi3b (Pi3 spherical build)","2854","","1"
Pi 3,"pi3b (Pi3 spherical build)","2855","","1"
Pi 3,"pi3b (Pi3 spherical build)","2856","","1"
Pi 3,"pi3b (Pi3 spherical build)","2857","","1"
Pi 3,"pi3b (Pi3 spherical build)","2858","","1"
Pi 3,"pi3b (Pi3 spherical build)","2859","","1"
Pi 3,"pi3b (Pi3 spherical build)","2860","","1"
Pi 3,"pi3b (Pi3 spherical build)","2861","","1"
Pi 3,"pi3b (Pi3 spherical build)","2862","","1"
Pi 3,"pi3b (Pi3 spherical build)","2863","","1"
Pi 3,"pi3b (Pi3 spherical build)","2864","","1"
Pi 3,"pi3b (Pi3 spherical build)","2865","","1"
Pi 3,"pi3b (Pi3 spherical build)","2866","","1"
Pi 3,"pi3b (Pi3 spherical build)","2867","","1"
Pi 3,"pi3b (Pi3 spherical build)","2868","","1"
Pi 3,"pi3b (Pi3 spherical build)","2869","","1"
Pi 3,"pi3b (Pi3 spherical build)","2870","","1"
Pi 3,"pi3b (Pi3 spherical build)","2871","","1"
Pi 3,"pi3b (Pi3 spherical build)","2872","","1"
Pi 3,"pi3b (Pi3 spherical build)","2873","","1"
Pi 3,"pi3b (Pi3 spherical build)","2874","","1"
Pi 3,"pi3b (Pi3 spherical build)","2875","","1"
Pi 3,"pi3b (Pi3 spherical build)","2876","","1"
Pi 3,"pi3b (Pi3 spherical build)","2877","","1"
Pi 3,"pi3b (Pi3 spherical build)","2878","","1"
Pi 3,"pi3b (Pi3 spherical build)","2879","","1"
Pi 3,"pi3b (Pi3 spherical build)","2880","","1"
Pi 3,"pi3b (Pi3 spherical build)","2881","","1"
Pi 3,"pi3b (Pi3 spherical build)","2882","","1"
Pi 3,"pi3b (Pi3 spherical build)","2883","","1"
